X,Y,name,pop_max,icon_url
-77.0113644394372,38.9014952350871,"Washington, D.C.","4338000",./0.png
-0.118667702475932,51.5019405883275,London,"8567000",./0.png
46.7707957986883,24.6427790078164,Riyadh,"4465000",./0.png
18.433042299226,-33.9180651086288,Cape Town,"3215000",./0.png
37.6135769672714,55.7541099812482,Moscow,"10452000",./0.png
-99.1329340602939,19.4443883014155,Mexico City,"19028000",./0.png
12.481312562874,41.8979014850989,Rome,"3339000",./0.png
116.386339825659,39.9308380899091,Beijing,"11106000",./0.png
36.8147110004714,-1.28140088323778,Nairobi,"3010000",./0.png
106.82749176247,-6.17247184679889,Jakarta,"9125000",./0.png
-74.0852898137744,4.59836942114782,Bogota,"7772000",./0.png
31.2480223611261,30.0519062051037,Cairo,"11893000",./0.png
